t (s)	ag  (m/s^2)
7.44	0.3598
7.445	0.5661
7.45	0.723
7.455	0.8067
7.46	0.8472
7.465	0.861
7.47	0.8947
7.475	0.9756
7.48	1.0801
7.485	1.2135
7.49	1.3173
7.495	1.3632
7.5	1.3892
7.505	1.4023
7.51	1.3962
7.515	1.3791
7.52	1.3539
7.525	1.3132
7.53	1.264
7.535	1.2317
7.54	1.2188
7.545	1.229
7.55	1.2831
7.555	1.3227
7.56	1.2981
7.565	1.2568
7.57	1.2183
7.575	1.1047
7.58	0.8937
7.585	0.5396
7.59	0.0716
7.595	-0.3158
7.6	-0.5746
7.605	-0.7177
7.61	-0.7853
7.615	-0.8149
7.62	-0.8084
7.625	-0.7935
7.63	-0.7915
7.635	-0.8153
7.64	-0.8488
7.645	-0.8687
7.65	-0.8242
7.655	-0.6832
7.66	-0.5191
7.665	-0.4101
7.67	-0.3372
7.675	-0.3249
7.68	-0.3998
7.685	-0.5159
7.69	-0.6395
7.695	-0.7364
7.7	-0.7926
7.705	-0.8292
7.71	-0.8868
7.715	-0.964
7.72	-1.043
7.725	-1.1421
7.73	-1.2227
7.735	-1.2715
7.74	-1.2879
7.745	-1.2339
7.75	-1.1043
7.755	-0.9199
7.76	-0.7583
7.765	-0.6276
7.77	-0.4695
7.775	-0.3104
7.78	-0.184
7.785	-0.0395
7.79	0.1436
7.795	0.2937
7.8	0.3934
7.805	0.4779
7.81	0.5106
7.815	0.4384
7.82	0.3335
7.825	0.2815
7.83	0.2662
7.835	0.3088
7.84	0.4383
7.845	0.5769
7.85	0.6489
7.855	0.6969
7.86	0.7416
7.865	0.7774
7.87	0.8169
7.875	0.7834
7.88	0.6846
7.885	0.6035
7.89	0.5062
7.895	0.4004
7.9	0.29
7.905	0.1141
7.91	-0.0226
7.915	-0.0861
7.92	-0.1571
7.925	-0.2174
7.93	-0.2399
7.935	-0.2143
7.94	-0.138
7.945	-0.044
7.95	0.0216
7.955	0.0753
7.96	0.1229
7.965	0.1544
7.97	0.1863
7.975	0.2389
7.98	0.3203
7.985	0.4086
7.99	0.4993
7.995	0.551
8	0.4862
8.005	0.3153
8.01	0.1028
8.015	-0.0824
8.02	-0.2123
8.025	-0.2913
8.03	-0.3201
8.035	-0.3305
8.04	-0.3433
8.045	-0.3675
8.05	-0.4049
8.055	-0.4273
8.06	-0.4321
8.065	-0.4112
8.07	-0.3169
8.075	-0.1335
8.08	0.0863
8.085	0.2437
8.09	0.3271
8.095	0.3756
8.1	0.3644
8.105	0.3309
8.11	0.3312
8.115	0.371
8.12	0.4505
8.125	0.5426
8.13	0.6295
8.135	0.6727
8.14	0.6352
8.145	0.579
8.15	0.5095
8.155	0.3799
8.16	0.2204
8.165	0.0256
8.17	-0.1512
8.175	-0.2382
8.18	-0.251
8.185	-0.1696
8.19	0.0063
8.195	0.2051
8.2	0.3518
8.205	0.4485
8.21	0.4726
8.215	0.3674
8.22	0.2283
8.225	0.1414
8.23	0.0976
8.235	0.0827
8.24	0.0095
8.245	-0.1513
8.25	-0.268
8.255	-0.321
8.26	-0.3622
8.265	-0.3598
8.27	-0.3099
8.275	-0.2053
8.28	-0.1099
8.285	-0.0617
8.29	-0.0278
8.295	-0.0514
8.3	-0.108
8.305	-0.1509
8.31	-0.1864
8.315	-0.1921
8.32	-0.1229
8.325	0.0033
8.33	0.164
8.335	0.309
8.34	0.4087
8.345	0.4714
8.35	0.4227
8.355	0.2659
8.36	0.1057
8.365	0.0293
8.37	0.0007
8.375	0.0256
8.38	0.1354
8.385	0.2435
8.39	0.3363
8.395	0.3532
8.4	0.2067
8.405	-0.05
8.41	-0.3332
8.415	-0.5211
8.42	-0.59
8.425	-0.6159
8.43	-0.5745
8.435	-0.4749
8.44	-0.3987
8.445	-0.3649
8.45	-0.3832
8.455	-0.4732
8.46	-0.5912
8.465	-0.6638
8.47	-0.6826
8.475	-0.6697
8.48	-0.6432
8.485	-0.6284
8.49	-0.6767
8.495	-0.7974
8.5	-0.9215
8.505	-1.0343
8.51	-1.1152
8.515	-1.1505
8.52	-1.1395
8.525	-1.0699
8.53	-0.9735
8.535	-0.8812
8.54	-0.844
8.545	-0.8946
8.55	-0.9566
8.555	-0.9836
8.56	-0.9789
8.565	-0.8857
8.57	-0.7133
8.575	-0.5244
8.58	-0.3943
8.585	-0.3282
8.59	-0.305
8.595	-0.3414
8.6	-0.3655
8.605	-0.3377
8.61	-0.2615
8.615	-0.1308
8.62	-0.012
8.625	0.0688
8.63	0.1096
8.635	0.0565
8.64	-0.0451
8.645	-0.1366
8.65	-0.1989
8.655	-0.2168
8.66	-0.21
8.665	-0.1379
8.67	0.0212
8.675	0.1737
8.68	0.3213
8.685	0.4596
8.69	0.5498
8.695	0.6221
8.7	0.6235
8.705	0.5825
8.71	0.5836
8.715	0.6073
8.72	0.6411
8.725	0.6893
8.73	0.7255
8.735	0.7538
8.74	0.7627
8.745	0.6932
8.75	0.5916
8.755	0.5432
8.76	0.5616
8.765	0.6355
8.77	0.7203
8.775	0.7831
8.78	0.8352
8.785	0.8632
8.79	0.8479
8.795	0.7963
8.8	0.7203
8.805	0.6469
8.81	0.5833
8.815	0.5227
8.82	0.4585
8.825	0.3517
8.83	0.1809
8.835	-0.0017
8.84	-0.125
8.845	-0.1768
8.85	-0.1782
8.855	-0.1248
8.86	-0.0485
8.865	0.0206
8.87	0.0769
8.875	0.0659
8.88	-0.0014
8.885	-0.0444
8.89	-0.0549
8.895	-0.0195
8.9	0.0785
8.905	0.1699
8.91	0.2474
8.915	0.2767
8.92	0.1486
8.925	-0.0531
8.93	-0.1857
8.935	-0.2468
8.94	-0.2728
8.945	-0.2915
8.95	-0.2903
8.955	-0.26
8.96	-0.2772
8.965	-0.4329
8.97	-0.6834
8.975	-0.8758
8.98	-0.9736
8.985	-1.0053
8.99	-0.9202
8.995	-0.6999
9	-0.4325
9.005	-0.26
9.01	-0.2333
9.015	-0.3706
9.02	-0.5295
9.025	-0.5942
9.03	-0.5468
9.035	-0.3265
9.04	-0.0866
9.045	0.1296
9.05	0.3369
9.055	0.4436
9.06	0.3286
9.065	0.1058
9.07	0.003
9.075	-0.032
9.08	0.0899
9.085	0.31
9.09	0.4244
9.095	0.4883
9.1	0.4209
9.105	0.211
9.11	0.0075
9.115	-0.2369
9.12	-0.4368
9.125	-0.5186
9.13	-0.5181
9.135	-0.3577
9.14	-0.1304
9.145	0.0816
9.15	0.2549
9.155	0.3674
9.16	0.4048
9.165	0.21
9.17	-0.1852
9.175	-0.4677
9.18	-0.5888
9.185	-0.5899
9.19	-0.4215
9.195	-0.2495
9.2	-0.1555
9.205	-0.0898
9.21	-0.058
9.215	-0.0331
9.22	0.0311
9.225	0.1278
9.23	0.2844
9.235	0.4587
9.24	0.561
9.245	0.6035
9.25	0.5851
9.255	0.5532
9.26	0.5591
9.265	0.5808
9.27	0.5363
9.275	0.3828
9.28	0.2239
9.285	0.1226
9.29	0.1282
9.295	0.2567
9.3	0.3598
9.305	0.3792
9.31	0.32
9.315	0.1563
9.32	-0.0472
9.325	-0.1879
9.33	-0.2532
9.335	-0.2627
9.34	-0.2038
9.345	-0.165
9.35	-0.2687
9.355	-0.4756
9.36	-0.6444
9.365	-0.7471
9.37	-0.7743
9.375	-0.6613
9.38	-0.4778
9.385	-0.246
9.39	-0.0021
9.395	0.1471
9.4	0.2
9.405	0.1208
9.41	0.0101
9.415	-0.0501
9.42	-0.0218
9.425	0.1243
9.43	0.3317
9.435	0.5455
9.44	0.6872
9.445	0.7392
9.45	0.5994
9.455	0.3869
9.46	0.3106
9.465	0.2734
9.47	0.2998
9.475	0.4433
9.48	0.5963
9.485	0.717
9.49	0.7619
9.495	0.6813
9.5	0.5174
9.505	0.3178
9.51	0.095
9.515	-0.1068
9.52	-0.2557
9.525	-0.3978
9.53	-0.5193
9.535	-0.5885
9.54	-0.6257
9.545	-0.6114
9.55	-0.4965
9.555	-0.3194
9.56	-0.1744
9.565	-0.0484
9.57	0.053
9.575	0.1008
9.58	0.1157
9.585	0.1111
9.59	0.1017
9.595	0.1037
9.6	0.125
9.605	0.1395
9.61	0.1283
9.615	0.1191
9.62	0.1257
9.625	0.1373
9.63	0.1573
9.635	0.1725
9.64	0.1713
9.645	0.1566
9.65	0.0981
9.655	0.0241
9.66	-0.0036
9.665	-0.0043
9.67	0.0103
9.675	0.0321
9.68	0.0412
9.685	0.0201
9.69	-0.0237
9.695	-0.0804
9.7	-0.2096
9.705	-0.3794
9.71	-0.501
9.715	-0.5818
9.72	-0.6244
9.725	-0.5718
9.73	-0.3979
9.735	-0.1571
9.74	0.0363
9.745	0.1486
9.75	0.1674
9.755	0.0834
9.76	-0.0001
9.765	-0.0503
9.77	-0.071
9.775	-0.0452
9.78	0.0031
9.785	0.0081
9.79	-0.0676
9.795	-0.1688
9.8	-0.2647
9.805	-0.3255
9.81	-0.3355
9.815	-0.3014
9.82	-0.2202
9.825	-0.0994
9.83	0.0803
9.835	0.3011
9.84	0.5051
9.845	0.6534
9.85	0.7387
9.855	0.7577
9.86	0.7459
9.865	0.7426
9.87	0.7365
9.875	0.7429
9.88	0.7481
9.885	0.6707
9.89	0.5156
9.895	0.2389
9.9	-0.1662
9.905	-0.4452
9.91	-0.5609
9.915	-0.6155
9.92	-0.5637
9.925	-0.4864
9.93	-0.4532
9.935	-0.4304
9.94	-0.4088
9.945	-0.3666
9.95	-0.2904
9.955	-0.1909
9.96	-0.0852
9.965	0.0021
9.97	0.072
9.975	0.0839
9.98	0.015
9.985	-0.0914
9.99	-0.2081
9.995	-0.2972
10	-0.3535
10.005	-0.3934
10.01	-0.4233
10.015	-0.3972
10.02	-0.2198
10.025	-0.0005
10.03	0.1185
10.035	0.1955
10.04	0.1574
10.045	0.0118
10.05	-0.1164
10.055	-0.2279
10.06	-0.2937
10.065	-0.3187
10.07	-0.3062
10.075	-0.2711
10.08	-0.2251
10.085	-0.1148
10.09	0.0173
10.095	0.1306
10.1	0.2685
10.105	0.3955
10.11	0.4523
10.115	0.4506
10.12	0.4004
10.125	0.3299
10.13	0.2524
10.135	0.1361
10.14	0.0169
10.145	-0.0761
10.15	-0.1647
10.155	-0.2538
10.16	-0.3204
10.165	-0.347
10.17	-0.3565
10.175	-0.3725
10.18	-0.3939
10.185	-0.4118
10.19	-0.4007
10.195	-0.2708
10.2	-0.002
10.205	0.2925
10.21	0.5399
10.215	0.7328
10.22	0.8442
10.225	0.8806
10.23	0.871
10.235	0.7973
10.24	0.6407
10.245	0.4757
10.25	0.3285
10.255	0.1586
10.26	0.0017
10.265	-0.1672
10.27	-0.3272
10.275	-0.408
10.28	-0.4442
10.285	-0.4545
10.29	-0.4369
10.295	-0.4122
10.3	-0.3929
10.305	-0.3998
10.31	-0.4287
10.315	-0.4495
10.32	-0.4653
10.325	-0.4752
10.33	-0.4634
10.335	-0.4094
10.34	-0.3441
10.345	-0.3122
10.35	-0.3227
10.355	-0.3913
10.36	-0.4761
10.365	-0.5374
10.37	-0.5794
10.375	-0.5921
10.38	-0.5638
10.385	-0.5234
10.39	-0.5027
10.395	-0.5127
10.4	-0.5491
10.405	-0.5645
10.41	-0.5011
10.415	-0.3694
10.42	-0.2345
10.425	-0.1342
10.43	-0.1041
10.435	-0.153
10.44	-0.2082
10.445	-0.2365
10.45	-0.2403
10.455	-0.1961
10.46	-0.1387
10.465	-0.1064
10.47	-0.1181
10.475	-0.1819
10.48	-0.2427
10.485	-0.2704
10.49	-0.2588
10.495	-0.2309
10.5	-0.2063
10.505	-0.2036
10.51	-0.2597
10.515	-0.3315
10.52	-0.3849
10.525	-0.4209
10.53	-0.4343
10.535	-0.3787
10.54	-0.2558
10.545	-0.1376
10.55	-0.0211
10.555	0.0969
10.56	0.1965
10.565	0.2741
10.57	0.3408
10.575	0.3883
10.58	0.3508
10.585	0.1871
10.59	-0.0432
10.595	-0.2451
10.6	-0.3812
10.605	-0.455
10.61	-0.4713
10.615	-0.4287
10.62	-0.3449
10.625	-0.2419
10.63	-0.1375
10.635	-0.0412
10.64	0.0657
10.645	0.1959
10.65	0.343
10.655	0.4863
10.66	0.6273
10.665	0.7523
10.67	0.8318
10.675	0.8801
10.68	0.8826
10.685	0.8267
10.69	0.7611
10.695	0.7278
10.7	0.7273
10.705	0.7411
10.71	0.7617
10.715	0.7993
10.72	0.7878
10.725	0.6545
10.73	0.4979
10.735	0.4037
10.74	0.3424
10.745	0.3309
10.75	0.386
10.755	0.4885
10.76	0.6052
10.765	0.6803
10.77	0.6957
10.775	0.6459
10.78	0.5891
10.785	0.5756
10.79	0.6147
10.795	0.6994
10.8	0.7697
10.805	0.8101
10.81	0.7914
10.815	0.7063
10.82	0.6027
10.825	0.5152
10.83	0.4593
10.835	0.4204
10.84	0.3779
10.845	0.3089
10.85	0.2275
10.855	0.1612
10.86	0.109
10.865	0.0737
10.87	0.0838
10.875	0.1662
10.88	0.2676
10.885	0.3485
10.89	0.4178
10.895	0.4718
10.9	0.5131
10.905	0.5454
10.91	0.5594
10.915	0.5299
10.92	0.4856
10.925	0.4652
10.93	0.4486
10.935	0.4343
10.94	0.4264
10.945	0.3781
10.95	0.2994
10.955	0.2142
10.96	0.1363
10.965	0.1077
10.97	0.1061
10.975	0.1228
10.98	0.1595
10.985	0.182
10.99	0.198
10.995	0.2208
11	0.2427
11.005	0.2689
11.01	0.3099
11.015	0.3532
11.02	0.3817
11.025	0.4054
11.03	0.4183
11.035	0.399
11.04	0.3582
11.045	0.319
11.05	0.2907
11.055	0.2885
11.06	0.3124
11.065	0.3318
11.07	0.3381
11.075	0.3378
11.08	0.3367
11.085	0.3337
11.09	0.3271
11.095	0.3232
11.1	0.3099
11.105	0.2661
11.11	0.1841
11.115	0.0918
11.12	0.0229
11.125	-0.0212
11.13	-0.0491
11.135	-0.0731
11.14	-0.1066
11.145	-0.1533
11.15	-0.1846
11.155	-0.217
11.16	-0.2856
11.165	-0.3359
11.17	-0.3618
11.175	-0.3959
11.18	-0.4386
11.185	-0.4803
11.19	-0.515
11.195	-0.5521
11.2	-0.5645
11.205	-0.5518
11.21	-0.5314
11.215	-0.5087
11.22	-0.4934
11.225	-0.4845
11.23	-0.4522
11.235	-0.3389
11.24	-0.1499
11.245	0.0608
11.25	0.223
11.255	0.299
11.26	0.3216
11.265	0.3205
11.27	0.3258
11.275	0.3244
11.28	0.2586
11.285	0.1756
11.29	0.0955
11.295	-0.0124
11.3	-0.1077
11.305	-0.1975
11.31	-0.3194
11.315	-0.428
11.32	-0.4964
11.325	-0.5681
11.33	-0.6249
11.335	-0.6525
11.34	-0.6626
11.345	-0.645
11.35	-0.6023
11.355	-0.5521
11.36	-0.5098
11.365	-0.4839
11.37	-0.473
11.375	-0.4635
11.38	-0.4505
11.385	-0.4319
11.39	-0.4062
11.395	-0.3807
11.4	-0.3653
11.405	-0.3523
11.41	-0.3345
11.415	-0.3168
11.42	-0.3009
11.425	-0.2844
11.43	-0.268
11.435	-0.2688
11.44	-0.2888
11.445	-0.3154
11.45	-0.3378
11.455	-0.3375
11.46	-0.3019
11.465	-0.2526
11.47	-0.2191
11.475	-0.1974
11.48	-0.2086
11.485	-0.2755
11.49	-0.3848
11.495	-0.5003
11.5	-0.5852
11.505	-0.64
11.51	-0.67
11.515	-0.6952
11.52	-0.7289
11.525	-0.7701
11.53	-0.7929
11.535	-0.7926
11.54	-0.7662
11.545	-0.6144
11.55	-0.3688
11.555	-0.1233
11.56	0.0846
11.565	0.2018
11.57	0.2471
11.575	0.2495
11.58	0.2408
11.585	0.2506
11.59	0.2784
11.595	0.319
11.6	0.3874
11.605	0.4681
11.61	0.5009
11.615	0.4993
11.62	0.4982
11.625	0.4874
11.63	0.4433
11.635	0.3891
11.64	0.3553
11.645	0.285
11.65	0.1696
11.655	0.0585
11.66	-0.0444
11.665	-0.1463
11.67	-0.2191
11.675	-0.2398
11.68	-0.2483
11.685	-0.2532
11.69	-0.231
11.695	-0.2132
11.7	-0.2327
11.705	-0.2529
11.71	-0.2521
11.715	-0.255
11.72	-0.2664
11.725	-0.2946
11.73	-0.3322
11.735	-0.3759
11.74	-0.4068
11.745	-0.4093
11.75	-0.3885
11.755	-0.3376
11.76	-0.244
11.765	-0.1134
11.77	-0.0147
11.775	0.0363
11.78	0.0676
11.785	0.0896
11.79	0.113
11.795	0.1531
11.8	0.2246
11.805	0.292
11.81	0.3291
11.815	0.3185
11.82	0.2325
11.825	0.124
11.83	0.0247
11.835	-0.0747
11.84	-0.1512
11.845	-0.2018
11.85	-0.2366
11.855	-0.2492
11.86	-0.2337
11.865	-0.1922
11.87	-0.1279
11.875	-0.0766
11.88	-0.0366
11.885	-0.0163
11.89	-0.0355
11.895	-0.0519
11.9	-0.0784
11.905	-0.1364
11.91	-0.2107
11.915	-0.2775
11.92	-0.3102
11.925	-0.319
11.93	-0.2869
11.935	-0.2128
11.94	-0.1532
11.945	-0.0928
11.95	-0.0045
11.955	0.0634
11.96	0.1001
11.965	0.0767
11.97	-0.0362
11.975	-0.1711
11.98	-0.2842
11.985	-0.3622
11.99	-0.4088
11.995	-0.4282
12	-0.3839
12.005	-0.2869
12.01	-0.1619
12.015	0.0052
12.02	0.161
12.025	0.2581
12.03	0.3329
12.035	0.3965
12.04	0.4466
12.045	0.4892
12.05	0.5081
12.055	0.4797
12.06	0.3802
12.065	0.2192
12.07	0.0511
12.075	-0.0759
12.08	-0.1917
12.085	-0.3084
12.09	-0.4098
12.095	-0.5121
12.1	-0.5929
12.105	-0.6325
12.11	-0.6427
12.115	-0.5989
12.12	-0.4603
12.125	-0.2841
12.13	-0.1294
12.135	0.0094
12.14	0.0933
12.145	0.1331
12.15	0.1526
12.155	0.1464
12.16	0.1152
12.165	0.0317
12.17	-0.0533
12.175	-0.1226
12.18	-0.1937
12.185	-0.2404
12.19	-0.2551
12.195	-0.2315
12.2	-0.1796
12.205	-0.101
12.21	-0.0162
12.215	0.0673
12.22	0.1407
12.225	0.2178
12.23	0.3106
12.235	0.3864
12.24	0.444
12.245	0.4732
12.25	0.4948
12.255	0.5254
12.26	0.5832
12.265	0.6831
12.27	0.7662
12.275	0.8243
12.28	0.854
12.285	0.7711
12.29	0.5793
12.295	0.3224
12.3	0.0409
12.305	-0.1467
12.31	-0.2343
12.315	-0.2831
12.32	-0.2905
12.325	-0.2806
12.33	-0.2662
12.335	-0.2501
12.34	-0.2443
12.345	-0.2327
12.35	-0.1892
12.355	-0.1077
12.36	0.0001
12.365	0.122
12.37	0.2145
12.375	0.2395
12.38	0.2149
12.385	0.1612
12.39	0.0927
12.395	0.0187
12.4	-0.07
12.405	-0.1693
12.41	-0.2617
12.415	-0.3397
12.42	-0.4244
12.425	-0.5077
12.43	-0.5659
12.435	-0.6029
12.44	-0.6217
12.445	-0.6224
12.45	-0.595
12.455	-0.5487
12.46	-0.5118
12.465	-0.5078
12.47	-0.5654
12.475	-0.6591
12.48	-0.7425
12.485	-0.8093
12.49	-0.8403
12.495	-0.8371
12.5	-0.818
12.505	-0.7894
12.51	-0.7622
12.515	-0.7396
12.52	-0.6581
12.525	-0.4756
12.53	-0.2311
12.535	0.084
12.54	0.3788
12.545	0.5409
12.55	0.617
12.555	0.6143
12.56	0.5551
12.565	0.5012
12.57	0.4405
12.575	0.3854
12.58	0.3079
12.585	0.1605
12.59	0.0012
12.595	-0.1297
12.6	-0.2076
12.605	-0.2424
12.61	-0.2687
12.615	-0.2902
12.62	-0.3454
12.625	-0.4111
12.63	-0.4511
12.635	-0.4807
12.64	-0.4825
12.645	-0.4358
12.65	-0.3677
12.655	-0.3118
12.66	-0.2594
12.665	-0.2159
12.67	-0.1849
12.675	-0.114
12.68	-0.0123
12.685	0.0705
12.69	0.1306
12.695	0.142
12.7	0.0885
12.705	0.0138
12.71	-0.0329
12.715	-0.0155
12.72	0.0775
12.725	0.1904
12.73	0.2725
12.735	0.2832
12.74	0.2066
12.745	0.1351
12.75	0.1106
12.755	0.1303
12.76	0.2002
12.765	0.2873
12.77	0.3727
12.775	0.4269
12.78	0.4425
12.785	0.4679
12.79	0.5201
12.795	0.5652
12.8	0.6073
12.805	0.6566
12.81	0.6987
12.815	0.7309
12.82	0.7502
12.825	0.7129
12.83	0.6226
12.835	0.5498
12.84	0.4905
12.845	0.4432
12.85	0.4255
12.855	0.4089
12.86	0.3788
12.865	0.3547
12.87	0.3484
12.875	0.3579
12.88	0.3921
12.885	0.4523
12.89	0.4753
12.895	0.3917
12.9	0.2396
12.905	0.0834
12.91	-0.0297
12.915	-0.1182
12.92	-0.2417
12.925	-0.3653
12.93	-0.4663
12.935	-0.599
12.94	-0.7746
12.945	-0.9273
12.95	-1.0476
12.955	-1.1596
12.96	-1.2272
12.965	-1.2474
12.97	-1.2131
12.975	-1.0954
12.98	-0.9192
12.985	-0.6967
12.99	-0.4295
12.995	-0.1281
13	0.1759
13.005	0.4962
13.01	0.8293
13.015	1.0595
13.02	1.2075
13.025	1.3473
13.03	1.4622
13.035	1.5688
13.04	1.6619
13.045	1.7172
13.05	1.7202
13.055	1.6683
13.06	1.5598
13.065	1.4661
13.07	1.4292
13.075	1.3722
13.08	1.3203
13.085	1.3012
13.09	1.2605
13.095	1.1979
13.1	1.1109
13.105	0.9671
13.11	0.8097
13.115	0.6971
13.12	0.6206
13.125	0.5366
13.13	0.4407
13.135	0.3783
13.14	0.3383
13.145	0.3079
13.15	0.3326
13.155	0.4081
13.16	0.4823
13.165	0.531
13.17	0.5499
13.175	0.5966
13.18	0.7003
13.185	0.804
13.19	0.9412
13.195	1.1081
13.2	1.222
13.205	1.2738
13.21	1.2313
13.215	1.1237
13.22	1.0138
13.225	0.8886
13.23	0.7884
13.235	0.7263
13.24	0.6732
13.245	0.5928
13.25	0.4551
13.255	0.2756
13.26	0.0401
13.265	-0.2068
13.27	-0.4324
13.275	-0.5836
13.28	-0.64
13.285	-0.6386
13.29	-0.4816
13.295	-0.1995
13.3	0.0668
13.305	0.2395
13.31	0.3217
13.315	0.3116
13.32	0.2461
13.325	0.2105
13.33	0.2059
13.335	0.2213
13.34	0.2288
13.345	0.2154
13.35	0.1837
13.355	0.152
13.36	0.1453
13.365	0.1609
13.37	0.1897
13.375	0.2246
13.38	0.2306
13.385	0.1842
13.39	0.1155
13.395	0.0421
13.4	-0.0147
13.405	-0.0558
13.41	-0.0968
13.415	-0.1262
13.42	-0.1594
13.425	-0.1823
13.43	-0.1077
13.435	0.0826
13.44	0.2856
13.445	0.4287
13.45	0.5057
13.455	0.5218
13.46	0.4883
13.465	0.4439
13.47	0.4239
13.475	0.4104
13.48	0.4248
13.485	0.477
13.49	0.4976
13.495	0.4775
13.5	0.4382
13.505	0.4026
13.51	0.3879
13.515	0.3597
13.52	0.2851
13.525	0.1158
13.53	-0.1285
13.535	-0.3304
13.54	-0.4941
13.545	-0.6461
13.55	-0.7381
13.555	-0.7985
13.56	-0.8748
13.565	-0.9696
13.57	-1.0741
13.575	-1.2426
13.58	-1.4681
13.585	-1.6759
13.59	-1.8493
13.595	-1.9691
13.6	-2.0115
13.605	-1.9861
13.61	-1.9352
13.615	-1.8753
13.62	-1.8112
13.625	-1.7245
13.63	-1.6363
13.635	-1.5871
13.64	-1.5639
13.645	-1.5829
13.65	-1.6429
13.655	-1.7005
13.66	-1.7593
13.665	-1.8505
13.67	-1.9259
13.675	-1.96
13.68	-1.9772
13.685	-1.9681
13.69	-1.9437
13.695	-1.9127
13.7	-1.8975
13.705	-1.8958
13.71	-1.8554
13.715	-1.7687
13.72	-1.6578
13.725	-1.5048
13.73	-1.2562
13.735	-0.8819
13.74	-0.306
13.745	0.4703
13.75	1.2027
13.755	1.6158
13.76	1.7718
13.765	1.754
13.77	1.6335
13.775	1.5982
13.78	1.625
13.785	1.6616
13.79	1.6852
13.795	1.6545
13.8	1.5066
13.805	1.3608
13.81	1.3379
13.815	1.3667
13.82	1.4159
13.825	1.4452
13.83	1.4163
13.835	1.3577
13.84	1.3318
13.845	1.3248
13.85	1.3655
13.855	1.4876
13.86	1.5553
13.865	1.5559
13.87	1.5633
13.875	1.5198
13.88	1.4682
13.885	1.4462
13.89	1.3691
13.895	1.2547
13.9	1.138
13.905	1.0031
13.91	0.8797
13.915	0.7719
13.92	0.671
13.925	0.5737
13.93	0.3761
13.935	0.05
13.94	-0.2578
13.945	-0.5055
13.95	-0.6806
13.955	-0.7472
13.96	-0.7726
13.965	-0.7402
13.97	-0.6577
13.975	-0.5977
13.98	-0.5506
13.985	-0.5278
13.99	-0.5408
13.995	-0.573
14	-0.6292
14.005	-0.7168
14.01	-0.836
14.015	-0.9701
14.02	-1.1038
14.025	-1.2121
14.03	-1.3222
14.035	-1.4208
14.04	-1.4449
14.045	-1.4466
14.05	-1.3884
14.055	-1.2138
14.06	-1.0381
14.065	-0.9164
14.07	-0.8219
14.075	-0.7596
14.08	-0.7107
14.085	-0.6752
14.09	-0.675
14.095	-0.6779
14.1	-0.7006
14.105	-0.7919
14.11	-0.8917
14.115	-0.9753
14.12	-1.0382
14.125	-1.054
14.13	-1.0112
14.135	-0.8963
14.14	-0.808
14.145	-0.8167
14.15	-0.8888
14.155	-0.9847
14.16	-1.0652
14.165	-1.1083
14.17	-1.1181
14.175	-1.0829
14.18	-1.0231
14.185	-0.9764
14.19	-0.9266
14.195	-0.8901
14.2	-0.8991
14.205	-0.9429
14.21	-0.9649
14.215	-0.9462
14.22	-0.8675
14.225	-0.7356
14.23	-0.6221
14.235	-0.5421
14.24	-0.539
14.245	-0.5984
14.25	-0.64
14.255	-0.6662
14.26	-0.6758
14.265	-0.6905
14.27	-0.7598
14.275	-0.8825
14.28	-1.0252
14.285	-1.1181
14.29	-1.142
14.295	-1.1256
14.3	-1.0662
14.305	-0.979
14.31	-0.8996
14.315	-0.8423
14.32	-0.7887
14.325	-0.7464
14.33	-0.7145
14.335	-0.6838
14.34	-0.6887
14.345	-0.7116
14.35	-0.7333
14.355	-0.8079
14.36	-0.9065
14.365	-0.988
14.37	-1.065
14.375	-1.1056
14.38	-1.1083
14.385	-1.0334
14.39	-0.9064
14.395	-0.8088
14.4	-0.643
14.405	-0.3787
14.41	-0.1329
14.415	0.1174
14.42	0.3637
14.425	0.5158
14.43	0.5942
14.435	0.6308
14.44	0.6419
14.445	0.6335
14.45	0.6057
14.455	0.5491
14.46	0.4806
14.465	0.4347
14.47	0.3991
14.475	0.3894
14.48	0.4166
14.485	0.4313
14.49	0.4378
14.495	0.4354
14.5	0.4232
14.505	0.4285
14.51	0.4231
14.515	0.4064
14.52	0.4123
14.525	0.422
14.53	0.4232
14.535	0.4951
14.54	0.6462
14.545	0.8097
14.55	0.9947
14.555	1.2205
14.56	1.4489
14.565	1.6494
14.57	1.7806
14.575	1.8371
14.58	1.8727
14.585	1.8725
14.59	1.8629
14.595	1.8705
14.6	1.8598
14.605	1.8314
14.61	1.7769
14.615	1.7052
14.62	1.6441
14.625	1.6106
14.63	1.6095
14.635	1.621
14.64	1.6401
14.645	1.6413
14.65	1.572
14.655	1.4315
14.66	1.3008
14.665	1.2045
14.67	1.1161
14.675	1.0733
14.68	1.0719
14.685	1.0975
14.69	1.1539
14.695	1.2209
14.7	1.2951
14.705	1.3736
14.71	1.4633
14.715	1.5572
14.72	1.6021
14.725	1.5014
14.73	1.1732
14.735	0.6855
14.74	0.2343
14.745	-0.0793
14.75	-0.2426
14.755	-0.3092
14.76	-0.3263
14.765	-0.2352
14.77	-0.0867
14.775	0.0394
14.78	0.1413
14.785	0.2238
14.79	0.2872
14.795	0.3186
14.8	0.3155
14.805	0.2747
14.81	0.2228
14.815	0.1915
14.82	0.1861
14.825	0.2059
14.83	0.2356
14.835	0.2562
14.84	0.2641
14.845	0.2536
14.85	0.2334
14.855	0.226
14.86	0.2326
14.865	0.2427
14.87	0.2523
