t (s)	ag  (m/s^2)
46.535	-0.1243
46.54	-0.123
46.545	-0.122
46.55	-0.1243
46.555	-0.1322
46.56	-0.1382
46.565	-0.1404
46.57	-0.1387
46.575	-0.132
46.58	-0.1258
46.585	-0.1219
46.59	-0.1224
46.595	-0.1249
46.6	-0.121
46.605	-0.1184
46.61	-0.1179
46.615	-0.1176
46.62	-0.1165
46.625	-0.1166
46.63	-0.1238
46.635	-0.1256
46.64	-0.1208
46.645	-0.1143
46.65	-0.1088
46.655	-0.1004
46.66	-0.0966
46.665	-0.107
46.67	-0.1075
46.675	-0.1052
46.68	-0.1095
46.685	-0.1034
46.69	-0.0965
46.695	-0.0984
46.7	-0.0939
46.705	-0.0896
46.71	-0.0931
46.715	-0.0926
46.72	-0.0882
46.725	-0.0853
46.73	-0.0866
46.735	-0.0855
46.74	-0.0831
46.745	-0.083
46.75	-0.0829
46.755	-0.0853
46.76	-0.0862
46.765	-0.085
46.77	-0.0827
46.775	-0.0772
46.78	-0.0725
46.785	-0.0705
46.79	-0.0683
46.795	-0.0682
46.8	-0.0701
46.805	-0.0716
46.81	-0.0704
46.815	-0.0691
46.82	-0.0713
46.825	-0.0714
46.83	-0.0655
46.835	-0.063
46.84	-0.0646
46.845	-0.0618
46.85	-0.0598
46.855	-0.0604
46.86	-0.0608
46.865	-0.062
46.87	-0.0663
46.875	-0.0697
46.88	-0.0658
46.885	-0.0627
46.89	-0.0649
46.895	-0.0639
46.9	-0.0582
46.905	-0.058
46.91	-0.0598
46.915	-0.0553
46.92	-0.0515
46.925	-0.0516
46.93	-0.0496
46.935	-0.0476
46.94	-0.0524
46.945	-0.0537
46.95	-0.0485
46.955	-0.0448
46.96	-0.0435
46.965	-0.0418
46.97	-0.0427
46.975	-0.0469
46.98	-0.046
46.985	-0.0395
46.99	-0.0336
46.995	-0.0313
47	-0.0271
47.005	-0.0246
47.01	-0.0277
47.015	-0.0283
47.02	-0.0257
47.025	-0.0224
47.03	-0.0193
47.035	-0.012
47.04	-0.0108
47.045	-0.0167
47.05	-0.019
47.055	-0.0196
47.06	-0.0162
47.065	-0.012
47.07	-0.0082
47.075	-0.0054
47.08	-0.0065
47.085	-0.0066
47.09	-0.0085
47.095	-0.0119
47.1	-0.0116
47.105	-0.0123
47.11	-0.0091
47.115	-0.0068
47.12	-0.0071
47.125	-0.0019
47.13	-0.0011
47.135	-0.0043
47.14	-0.0043
47.145	-0.0053
47.15	-0.0113
47.155	-0.014
47.16	-0.0145
47.165	-0.0181
47.17	-0.0158
47.175	-0.0154
47.18	-0.0197
47.185	-0.0195
47.19	-0.0178
47.195	-0.0132
47.2	-0.0108
47.205	-0.0069
47.21	-0.002
47.215	-0.0096
47.22	-0.0159
47.225	-0.0171
47.23	-0.0239
47.235	-0.028
47.24	-0.0248
47.245	-0.0209
47.25	-0.0185
47.255	-0.016
47.26	-0.0168
47.265	-0.0218
47.27	-0.0232
47.275	-0.0246
47.28	-0.0327
47.285	-0.036
47.29	-0.0358
47.295	-0.0371
47.3	-0.0325
47.305	-0.0326
47.31	-0.0329
47.315	-0.0301
47.32	-0.0337
47.325	-0.0347
47.33	-0.0331
47.335	-0.0322
47.34	-0.0347
47.345	-0.0378
47.35	-0.038
47.355	-0.0409
47.36	-0.0415
47.365	-0.0389
47.37	-0.0377
47.375	-0.0355
47.38	-0.0325
47.385	-0.0326
47.39	-0.0335
47.395	-0.0342
47.4	-0.0352
47.405	-0.0398
47.41	-0.0455
47.415	-0.0418
47.42	-0.0414
47.425	-0.0455
47.43	-0.0396
47.435	-0.0317
47.44	-0.0327
47.445	-0.0329
47.45	-0.0266
47.455	-0.0294
47.46	-0.0363
47.465	-0.0367
47.47	-0.0374
47.475	-0.0412
47.48	-0.0392
47.485	-0.0342
47.49	-0.0337
47.495	-0.0323
47.5	-0.0272
47.505	-0.023
47.51	-0.0235
47.515	-0.0229
47.52	-0.0228
47.525	-0.0263
47.53	-0.0289
47.535	-0.0289
47.54	-0.0293
47.545	-0.0301
47.55	-0.0258
47.555	-0.0222
47.56	-0.0221
47.565	-0.016
47.57	-0.0069
47.575	-0.0047
47.58	-0.0067
47.585	-0.0058
47.59	-0.0072
47.595	-0.0106
47.6	-0.009
47.605	-0.005
47.61	-0.0025
47.615	-0.0007
47.62	0.0032
47.625	0.0001
47.63	-0.0036
47.635	0.002
47.64	0.0062
47.645	0.0087
47.65	0.0162
47.655	0.0207
47.66	0.0193
47.665	0.0193
47.67	0.0195
47.675	0.0182
47.68	0.0195
47.685	0.0188
47.69	0.018
47.695	0.0218
47.7	0.0255
47.705	0.0325
47.71	0.0384
47.715	0.0373
47.72	0.0376
47.725	0.0415
47.73	0.0396
47.735	0.0376
47.74	0.0413
47.745	0.0413
47.75	0.0372
47.755	0.037
47.76	0.0422
47.765	0.0431
47.77	0.0465
47.775	0.0564
47.78	0.0624
47.785	0.0613
47.79	0.0616
47.795	0.0602
47.8	0.0543
47.805	0.0533
47.81	0.055
47.815	0.0598
47.82	0.0647
47.825	0.0683
47.83	0.0669
47.835	0.063
47.84	0.0642
47.845	0.065
47.85	0.0657
47.855	0.0706
47.86	0.0704
47.865	0.0618
47.87	0.06
47.875	0.06
47.88	0.0587
47.885	0.0597
47.89	0.0595
47.895	0.0647
47.9	0.0651
47.905	0.0619
47.91	0.0659
47.915	0.068
47.92	0.0665
47.925	0.067
47.93	0.0673
47.935	0.0614
47.94	0.0558
47.945	0.0546
47.95	0.0564
47.955	0.0588
47.96	0.0604
47.965	0.0638
47.97	0.0642
47.975	0.0601
47.98	0.0569
47.985	0.0572
47.99	0.0534
47.995	0.0503
48	0.0562
48.005	0.0595
48.01	0.059
48.015	0.059
48.02	0.0591
48.025	0.055
48.03	0.0517
48.035	0.0558
48.04	0.0555
48.045	0.0552
48.05	0.0605
48.055	0.0654
48.06	0.0632
48.065	0.06
48.07	0.0642
48.075	0.0603
48.08	0.0532
48.085	0.0572
48.09	0.0624
48.095	0.059
48.1	0.0587
48.105	0.0644
48.11	0.0596
48.115	0.0574
48.12	0.0621
48.125	0.0626
48.13	0.0612
48.135	0.064
48.14	0.0638
48.145	0.0586
48.15	0.0598
48.155	0.0609
48.16	0.0577
48.165	0.0539
48.17	0.0528
48.175	0.0498
48.18	0.0447
48.185	0.048
48.19	0.0534
48.195	0.0538
48.2	0.0574
48.205	0.0642
48.21	0.0606
48.215	0.0547
48.22	0.0591
48.225	0.06
48.23	0.0555
48.235	0.056
48.24	0.058
48.245	0.0542
48.25	0.0496
48.255	0.0492
48.26	0.0488
48.265	0.0493
48.27	0.0512
48.275	0.0531
48.28	0.0549
48.285	0.0526
48.29	0.0519
48.295	0.0548
48.3	0.0529
48.305	0.0491
48.31	0.0493
48.315	0.0464
48.32	0.0394
48.325	0.0377
48.33	0.0399
48.335	0.0404
48.34	0.0404
48.345	0.0452
48.35	0.0447
48.355	0.039
48.36	0.041
48.365	0.0425
48.37	0.0369
48.375	0.0369
48.38	0.0394
48.385	0.0302
48.39	0.029
48.395	0.0354
48.4	0.0354
48.405	0.0364
48.41	0.0398
48.415	0.042
48.42	0.0361
48.425	0.0325
48.43	0.0362
48.435	0.0342
48.44	0.0318
48.445	0.0354
48.45	0.0347
48.455	0.031
48.46	0.0322
48.465	0.0317
48.47	0.0284
48.475	0.0297
48.48	0.0311
48.485	0.0258
48.49	0.0255
48.495	0.0313
48.5	0.0334
48.505	0.0333
48.51	0.0324
48.515	0.0335
48.52	0.0293
48.525	0.0247
48.53	0.0233
48.535	0.0217
48.54	0.0217
48.545	0.0212
48.55	0.0258
48.555	0.0252
48.56	0.0206
48.565	0.0218
48.57	0.0217
48.575	0.0209
48.58	0.0222
48.585	0.0252
48.59	0.0255
48.595	0.0239
48.6	0.024
48.605	0.0241
48.61	0.0221
48.615	0.0218
48.62	0.0237
48.625	0.0218
48.63	0.0192
48.635	0.02
48.64	0.0245
48.645	0.0252
48.65	0.0214
48.655	0.0242
48.66	0.0239
48.665	0.0177
48.67	0.0202
48.675	0.0246
48.68	0.0231
48.685	0.0216
48.69	0.0253
48.695	0.0269
48.7	0.0232
48.705	0.025
48.71	0.0305
48.715	0.0327
48.72	0.0368
48.725	0.0452
48.73	0.0432
48.735	0.0401
48.74	0.04
48.745	0.0378
48.75	0.0387
48.755	0.0365
48.76	0.0402
48.765	0.0473
48.77	0.0488
48.775	0.0517
48.78	0.056
48.785	0.0535
48.79	0.0542
48.795	0.0601
48.8	0.0557
48.805	0.0563
48.81	0.0637
48.815	0.0634
48.82	0.0624
48.825	0.0699
48.83	0.0749
48.835	0.0681
48.84	0.0678
48.845	0.075
48.85	0.08
48.855	0.0831
48.86	0.0863
48.865	0.0894
48.87	0.0875
48.875	0.0858
48.88	0.0898
48.885	0.0913
48.89	0.089
48.895	0.0902
48.9	0.0917
48.905	0.0909
48.91	0.0921
48.915	0.0975
48.92	0.1021
48.925	0.1045
48.93	0.1052
48.935	0.1075
48.94	0.1082
48.945	0.1021
48.95	0.0999
48.955	0.094
48.96	0.0844
48.965	0.0848
48.97	0.0868
48.975	0.0824
48.98	0.0811
48.985	0.0861
48.99	0.087
48.995	0.0863
49	0.0925
49.005	0.0931
49.01	0.087
49.015	0.0896
49.02	0.0918
49.025	0.0897
49.03	0.0905
49.035	0.093
49.04	0.089
49.045	0.0825
49.05	0.0863
49.055	0.0919
49.06	0.0928
49.065	0.0987
49.07	0.1058
49.075	0.1081
49.08	0.1103
49.085	0.1107
49.09	0.1084
49.095	0.1032
49.1	0.1045
49.105	0.1056
49.11	0.0973
49.115	0.0972
49.12	0.1046
49.125	0.1091
49.13	0.1103
49.135	0.1124
49.14	0.1152
49.145	0.1111
49.15	0.1061
49.155	0.1053
49.16	0.1046
49.165	0.1052
49.17	0.1032
49.175	0.099
49.18	0.0998
49.185	0.0989
49.19	0.0939
49.195	0.0922
49.2	0.0928
49.205	0.0919
49.21	0.0911
49.215	0.0916
49.22	0.0911
49.225	0.0919
49.23	0.097
49.235	0.0957
49.24	0.0945
49.245	0.1025
49.25	0.1013
49.255	0.099
49.26	0.1037
49.265	0.1072
49.27	0.1059
49.275	0.1027
49.28	0.1055
49.285	0.1034
49.29	0.101
49.295	0.1022
49.3	0.1003
49.305	0.0947
49.31	0.0911
49.315	0.0931
49.32	0.0867
49.325	0.0796
49.33	0.0826
49.335	0.0851
49.34	0.0823
49.345	0.0834
49.35	0.0876
49.355	0.0836
49.36	0.0792
49.365	0.0821
49.37	0.083
49.375	0.0824
49.38	0.0872
49.385	0.0843
49.39	0.078
49.395	0.0817
49.4	0.0842
49.405	0.0795
49.41	0.0747
49.415	0.074
49.42	0.0688
49.425	0.0631
49.43	0.0635
49.435	0.0632
49.44	0.0587
49.445	0.0559
49.45	0.0533
49.455	0.0432
49.46	0.0346
49.465	0.0345
49.47	0.0364
49.475	0.033
49.48	0.0314
49.485	0.0352
49.49	0.031
49.495	0.0236
49.5	0.0256
49.505	0.0257
49.51	0.018
49.515	0.0145
49.52	0.0142
49.525	0.0074
49.53	-0.0002
49.535	-0.0023
49.54	-0.0058
49.545	-0.0137
49.55	-0.019
49.555	-0.0233
49.56	-0.0338
49.565	-0.0401
49.57	-0.0436
49.575	-0.0501
49.58	-0.0553
49.585	-0.0578
49.59	-0.0623
49.595	-0.0761
49.6	-0.0844
49.605	-0.0861
49.61	-0.0924
49.615	-0.0993
49.62	-0.1009
49.625	-0.1047
49.63	-0.1147
49.635	-0.1198
49.64	-0.1217
49.645	-0.1233
49.65	-0.1281
49.655	-0.1305
49.66	-0.131
49.665	-0.1393
49.67	-0.1436
49.675	-0.1426
49.68	-0.1441
49.685	-0.1452
49.69	-0.1413
49.695	-0.1432
49.7	-0.1493
49.705	-0.1474
49.71	-0.1498
49.715	-0.1546
49.72	-0.153
49.725	-0.1524
49.73	-0.1575
49.735	-0.1641
49.74	-0.167
49.745	-0.1687
49.75	-0.1742
49.755	-0.1774
49.76	-0.174
49.765	-0.177
49.77	-0.1797
49.775	-0.1755
49.78	-0.1754
49.785	-0.1747
49.79	-0.1744
49.795	-0.1768
49.8	-0.1766
49.805	-0.1771
49.81	-0.1767
49.815	-0.1749
49.82	-0.1759
49.825	-0.174
49.83	-0.1724
49.835	-0.1739
49.84	-0.1714
49.845	-0.1686
49.85	-0.1674
49.855	-0.1659
49.86	-0.1627
49.865	-0.158
49.87	-0.1593
49.875	-0.1608
49.88	-0.1549
49.885	-0.1531
49.89	-0.155
49.895	-0.1523
49.9	-0.1475
49.905	-0.1516
49.91	-0.16
49.915	-0.1576
49.92	-0.1557
49.925	-0.1594
49.93	-0.1564
49.935	-0.1514
49.94	-0.152
49.945	-0.1511
49.95	-0.1453
49.955	-0.1425
49.96	-0.1467
49.965	-0.1453
49.97	-0.1431
49.975	-0.149
49.98	-0.149
49.985	-0.1422
49.99	-0.1387
49.995	-0.1368
50	-0.1291
50.005	-0.1287
50.01	-0.1345
50.015	-0.1312
50.02	-0.1287
50.025	-0.1297
50.03	-0.124
50.035	-0.1194
50.04	-0.12
50.045	-0.1161
50.05	-0.1134
50.055	-0.1123
50.06	-0.1093
50.065	-0.1086
50.07	-0.1068
50.075	-0.1056
50.08	-0.1046
50.085	-0.1013
50.09	-0.0978
50.095	-0.0973
50.1	-0.0958
50.105	-0.0891
50.11	-0.0915
50.115	-0.0971
50.12	-0.0906
50.125	-0.0847
50.13	-0.0842
50.135	-0.0775
50.14	-0.0729
50.145	-0.0741
50.15	-0.0724
50.155	-0.0708
50.16	-0.0702
50.165	-0.068
50.17	-0.0663
50.175	-0.0641
50.18	-0.063
50.185	-0.0661
50.19	-0.0685
50.195	-0.0676
50.2	-0.0646
50.205	-0.0657
50.21	-0.0656
50.215	-0.0632
50.22	-0.0655
50.225	-0.0629
50.23	-0.0596
50.235	-0.0641
50.24	-0.0624
50.245	-0.0594
50.25	-0.0655
50.255	-0.0676
50.26	-0.0668
50.265	-0.0661
50.27	-0.0653
50.275	-0.0647
50.28	-0.0607
50.285	-0.0629
50.29	-0.0666
50.295	-0.0641
50.3	-0.0622
50.305	-0.0633
50.31	-0.0625
50.315	-0.0619
50.32	-0.0674
50.325	-0.069
50.33	-0.067
50.335	-0.0679
50.34	-0.0683
50.345	-0.0642
50.35	-0.0641
50.355	-0.0686
50.36	-0.0656
50.365	-0.0636
50.37	-0.0662
50.375	-0.0659
50.38	-0.0648
50.385	-0.0681
50.39	-0.0692
50.395	-0.0706
50.4	-0.073
50.405	-0.0732
50.41	-0.0766
50.415	-0.0746
50.42	-0.0773
50.425	-0.0836
50.43	-0.0797
50.435	-0.0761
50.44	-0.0762
50.445	-0.0764
50.45	-0.0742
50.455	-0.0777
50.46	-0.0835
50.465	-0.0817
50.47	-0.0798
50.475	-0.0795
50.48	-0.0781
50.485	-0.0764
50.49	-0.0752
50.495	-0.0751
50.5	-0.0761
50.505	-0.0745
50.51	-0.0744
50.515	-0.0741
50.52	-0.0699
50.525	-0.0685
50.53	-0.0716
50.535	-0.0736
50.54	-0.0716
50.545	-0.0724
50.55	-0.0718
50.555	-0.0646
50.56	-0.0635
50.565	-0.0651
50.57	-0.0601
50.575	-0.0565
50.58	-0.0617
50.585	-0.0676
50.59	-0.0629
50.595	-0.0632
50.6	-0.0708
50.605	-0.0705
50.61	-0.069
50.615	-0.0725
50.62	-0.0722
50.625	-0.0651
50.63	-0.0704
50.635	-0.0774
50.64	-0.0705
50.645	-0.0682
50.65	-0.0727
50.655	-0.0694
50.66	-0.0648
50.665	-0.0716
50.67	-0.0733
50.675	-0.0692
50.68	-0.0706
50.685	-0.0739
50.69	-0.0746
50.695	-0.0691
50.7	-0.0682
50.705	-0.0679
50.71	-0.0659
50.715	-0.0668
50.72	-0.0672
50.725	-0.0694
50.73	-0.07
50.735	-0.0727
50.74	-0.073
50.745	-0.0678
50.75	-0.0673
50.755	-0.0687
50.76	-0.0668
50.765	-0.0675
50.77	-0.0687
50.775	-0.0693
50.78	-0.0725
50.785	-0.0717
50.79	-0.0704
50.795	-0.0705
50.8	-0.0685
50.805	-0.0682
50.81	-0.0713
50.815	-0.0692
50.82	-0.0653
50.825	-0.0667
50.83	-0.0678
50.835	-0.0667
50.84	-0.0701
50.845	-0.0758
50.85	-0.0746
50.855	-0.0728
50.86	-0.0761
50.865	-0.0759
50.87	-0.07
50.875	-0.0704
50.88	-0.0739
50.885	-0.0689
50.89	-0.0648
50.895	-0.0653
50.9	-0.0602
50.905	-0.0564
50.91	-0.0572
50.915	-0.0566
50.92	-0.0541
50.925	-0.0492
50.93	-0.0479
50.935	-0.0427
50.94	-0.0373
50.945	-0.0416
50.95	-0.0396
50.955	-0.034
50.96	-0.0346
50.965	-0.0311
50.97	-0.0248
50.975	-0.0253
50.98	-0.0266
50.985	-0.0245
50.99	-0.0202
50.995	-0.0191
51	-0.0174
51.005	-0.0115
51.01	-0.0129
51.015	-0.0115
51.02	-0.0043
51.025	0.0014
51.03	0.0033
51.035	0.0061
51.04	0.0171
51.045	0.0185
51.05	0.0143
51.055	0.0184
51.06	0.0204
51.065	0.0195
51.07	0.0206
51.075	0.0237
51.08	0.0285
51.085	0.0301
51.09	0.0322
51.095	0.0388
51.1	0.0409
51.105	0.0404
51.11	0.0422
51.115	0.0447
51.12	0.0449
51.125	0.044
51.13	0.0463
51.135	0.045
51.14	0.0445
51.145	0.0506
51.15	0.0509
51.155	0.0474
51.16	0.0493
51.165	0.0508
51.17	0.0487
51.175	0.05
51.18	0.0546
51.185	0.0549
51.19	0.0527
51.195	0.0524
51.2	0.057
51.205	0.0599
51.21	0.0595
51.215	0.0652
51.22	0.065
51.225	0.0609
51.23	0.0668
51.235	0.0702
51.24	0.0711
51.245	0.08
51.25	0.0879
51.255	0.0857
51.26	0.0848
51.265	0.0918
51.27	0.0946
51.275	0.0927
51.28	0.0973
51.285	0.0995
51.29	0.0963
51.295	0.0976
51.3	0.101
51.305	0.1016
51.31	0.1008
51.315	0.1042
51.32	0.108
51.325	0.1065
51.33	0.1039
51.335	0.1074
51.34	0.1091
51.345	0.1048
51.35	0.1095
51.355	0.1096
51.36	0.1036
51.365	0.1075
51.37	0.1123
51.375	0.1118
51.38	0.1107
51.385	0.1134
51.39	0.1126
51.395	0.1097
51.4	0.1113
51.405	0.1128
51.41	0.1098
51.415	0.1075
51.42	0.1083
51.425	0.107
51.43	0.1028
51.435	0.1009
51.44	0.101
51.445	0.1014
51.45	0.1037
51.455	0.1018
51.46	0.0991
51.465	0.097
51.47	0.0935
51.475	0.0938
51.48	0.093
51.485	0.0908
51.49	0.0958
51.495	0.0954
51.5	0.0911
51.505	0.0952
51.51	0.0934
51.515	0.0879
51.52	0.0909
51.525	0.0947
51.53	0.0899
51.535	0.0888
51.54	0.0951
51.545	0.097
51.55	0.095
51.555	0.098
51.56	0.102
51.565	0.0963
51.57	0.0924
51.575	0.0968
51.58	0.0985
51.585	0.0982
51.59	0.1014
51.595	0.1024
51.6	0.099
51.605	0.0992
51.61	0.1027
51.615	0.0994
51.62	0.0981
51.625	0.1024
51.63	0.1007
51.635	0.0958
51.64	0.0956
51.645	0.0989
51.65	0.1004
51.655	0.1021
51.66	0.1075
51.665	0.1097
51.67	0.1026
51.675	0.0937
51.68	0.0885
51.685	0.0905
51.69	0.0927
51.695	0.0922
51.7	0.0964
51.705	0.0946
51.71	0.091
51.715	0.094
51.72	0.0974
51.725	0.096
51.73	0.0927
51.735	0.0965
51.74	0.096
51.745	0.0897
51.75	0.0858
51.755	0.0817
51.76	0.0754
51.765	0.0729
51.77	0.0703
51.775	0.0623
51.78	0.0615
51.785	0.0647
51.79	0.062
51.795	0.0571
51.8	0.0572
51.805	0.056
51.81	0.0485
51.815	0.0443
51.82	0.0441
51.825	0.0447
51.83	0.0432
51.835	0.0432
51.84	0.0431
51.845	0.0333
51.85	0.0295
51.855	0.0306
51.86	0.0254
51.865	0.0221
51.87	0.024
51.875	0.0239
51.88	0.0194
51.885	0.0205
51.89	0.0217
51.895	0.0152
51.9	0.0128
51.905	0.0192
51.91	0.0167
51.915	0.0127
51.92	0.0166
51.925	0.0173
51.93	0.0142
51.935	0.0144
51.94	0.0152
51.945	0.0077
51.95	0.0066
51.955	0.0135
51.96	0.0147
51.965	0.0146
51.97	0.0215
51.975	0.0241
51.98	0.0203
51.985	0.0223
51.99	0.0253
51.995	0.0231
52	0.0181
52.005	0.0224
52.01	0.0235
52.015	0.017
52.02	0.0203
52.025	0.0239
52.03	0.0224
52.035	0.0226
52.04	0.0282
52.045	0.0285
52.05	0.0263
52.055	0.0331
52.06	0.039
52.065	0.0391
52.07	0.0419
52.075	0.0456
52.08	0.0477
52.085	0.0485
52.09	0.0472
52.095	0.05
52.1	0.0531
52.105	0.0548
52.11	0.0573
52.115	0.0583
52.12	0.06
52.125	0.0635
52.13	0.0672
52.135	0.0716
52.14	0.0726
52.145	0.0716
52.15	0.0734
52.155	0.0739
52.16	0.077
52.165	0.0828
52.17	0.0828
52.175	0.0865
52.18	0.0928
52.185	0.0876
52.19	0.0855
52.195	0.0891
52.2	0.0899
52.205	0.0883
52.21	0.0916
52.215	0.099
52.22	0.0981
52.225	0.0984
52.23	0.1026
52.235	0.1031
52.24	0.103
52.245	0.1053
52.25	0.1072
52.255	0.1055
52.26	0.1054
52.265	0.1087
52.27	0.1113
52.275	0.114
52.28	0.1179
52.285	0.117
52.29	0.1121
52.295	0.1129
52.3	0.1181
52.305	0.117
52.31	0.1167
52.315	0.1221
52.32	0.1208
52.325	0.1179
52.33	0.1198
52.335	0.1216
52.34	0.1194
52.345	0.1224
52.35	0.1252
52.355	0.1183
52.36	0.1178
52.365	0.1196
52.37	0.1192
52.375	0.1185
52.38	0.1184
52.385	0.12
52.39	0.1173
52.395	0.117
52.4	0.1194
52.405	0.1231
52.41	0.1253
52.415	0.1261
52.42	0.1253
52.425	0.1185
52.43	0.1174
52.435	0.1165
52.44	0.1119
52.445	0.1122
52.45	0.1096
52.455	0.1076
52.46	0.1102
52.465	0.1102
52.47	0.1123
52.475	0.1137
52.48	0.1116
52.485	0.1136
52.49	0.1114
52.495	0.1061
52.5	0.1051
52.505	0.1036
52.51	0.1024
52.515	0.1014
52.52	0.1054
52.525	0.1071
52.53	0.1018
52.535	0.1005
52.54	0.1041
52.545	0.1043
52.55	0.0983
52.555	0.1018
52.56	0.1039
52.565	0.0973
52.57	0.0984
52.575	0.1014
52.58	0.1012
52.585	0.0959
52.59	0.0956
52.595	0.0962
52.6	0.0907
52.605	0.0938
52.61	0.095
52.615	0.0942
52.62	0.0979
52.625	0.0995
52.63	0.0983
52.635	0.0946
52.64	0.0952
52.645	0.0966
52.65	0.0955
52.655	0.1005
52.66	0.1022
52.665	0.0947
52.67	0.0892
52.675	0.0899
52.68	0.0888
52.685	0.0852
52.69	0.0894
52.695	0.0895
52.7	0.0837
52.705	0.0856
52.71	0.0882
52.715	0.0863
52.72	0.0852
52.725	0.0899
52.73	0.0886
52.735	0.0844
52.74	0.0864
52.745	0.0886
52.75	0.089
52.755	0.0887
52.76	0.0903
52.765	0.0909
52.77	0.0893
52.775	0.0872
52.78	0.0887
52.785	0.0907
52.79	0.0904
52.795	0.0932
52.8	0.0975
52.805	0.0967
52.81	0.094
52.815	0.0965
52.82	0.0968
52.825	0.0955
52.83	0.0953
52.835	0.0928
52.84	0.0922
52.845	0.0922
52.85	0.0928
52.855	0.0928
52.86	0.0935
52.865	0.0937
52.87	0.0927
52.875	0.0918
52.88	0.0906
52.885	0.0917
52.89	0.0908
52.895	0.0926
52.9	0.0956
52.905	0.0906
52.91	0.0863
52.915	0.089
52.92	0.0895
52.925	0.0849
52.93	0.0878
52.935	0.0895
52.94	0.0825
52.945	0.0823
52.95	0.0832
52.955	0.0796
52.96	0.0752
52.965	0.0745
52.97	0.0767
52.975	0.0693
52.98	0.0657
52.985	0.0692
52.99	0.0679
52.995	0.0653
53	0.0647
53.005	0.0632
53.01	0.0576
53.015	0.0567
53.02	0.0607
53.025	0.0588
53.03	0.058
53.035	0.0606
53.04	0.0548
53.045	0.0521
53.05	0.0548
53.055	0.0544
53.06	0.055
53.065	0.0575
53.07	0.0549
53.075	0.0487
53.08	0.0481
53.085	0.0476
53.09	0.0456
53.095	0.0431
53.1	0.0446
53.105	0.0443
53.11	0.037
53.115	0.0338
53.12	0.0329
53.125	0.0291
53.13	0.0212
53.135	0.0199
53.14	0.0197
53.145	0.0099
53.15	0.004
53.155	0.0045
53.16	-0.0011
53.165	-0.0117
53.17	-0.0159
53.175	-0.0207
53.18	-0.0312
53.185	-0.0372
53.19	-0.0413
53.195	-0.0457
53.2	-0.049
53.205	-0.0586
53.21	-0.0667
53.215	-0.0743
53.22	-0.0855
53.225	-0.0908
53.23	-0.0975
53.235	-0.1067
53.24	-0.1129
53.245	-0.1196
53.25	-0.1279
53.255	-0.1366
53.26	-0.1444
53.265	-0.154
53.27	-0.1638
53.275	-0.1641
53.28	-0.1692
53.285	-0.1838
53.29	-0.1889
53.295	-0.1924
53.3	-0.2008
53.305	-0.2063
53.31	-0.2084
53.315	-0.2137
53.32	-0.2209
53.325	-0.2238
53.33	-0.2272
53.335	-0.2353
53.34	-0.2419
53.345	-0.2454
53.35	-0.2562
53.355	-0.2666
53.36	-0.2686
53.365	-0.2754
53.37	-0.2862
53.375	-0.2895
53.38	-0.2914
53.385	-0.3042
53.39	-0.3148
53.395	-0.3172
53.4	-0.3249
53.405	-0.3354
53.41	-0.3383
53.415	-0.3417
53.42	-0.3585
53.425	-0.371
53.43	-0.3769
53.435	-0.3905
53.44	-0.4018
53.445	-0.4042
53.45	-0.4139
53.455	-0.431
53.46	-0.4376
53.465	-0.444
53.47	-0.4588
53.475	-0.4667
53.48	-0.4703
53.485	-0.4837
53.49	-0.4962
53.495	-0.5011
53.5	-0.5111
53.505	-0.5234
53.51	-0.5234
53.515	-0.5266
53.52	-0.5375
53.525	-0.5391
53.53	-0.5375
53.535	-0.5394
53.54	-0.5431
53.545	-0.5421
53.55	-0.5436
53.555	-0.5508
53.56	-0.5521
53.565	-0.5508
53.57	-0.5523
53.575	-0.5564
53.58	-0.5536
53.585	-0.5474
53.59	-0.5469
53.595	-0.5433
53.6	-0.5368
53.605	-0.5338
53.61	-0.5312
53.615	-0.5217
53.62	-0.5146
53.625	-0.514
53.63	-0.5098
53.635	-0.4994
53.64	-0.4911
53.645	-0.4865
53.65	-0.4758
53.655	-0.4663
53.66	-0.4636
53.665	-0.4546
53.67	-0.4388
53.675	-0.4278
53.68	-0.4179
53.685	-0.4044
53.69	-0.3929
53.695	-0.3849
53.7	-0.3724
53.705	-0.3551
53.71	-0.341
53.715	-0.3298
53.72	-0.3118
53.725	-0.2897
53.73	-0.2751
53.735	-0.255
53.74	-0.2294
53.745	-0.2132
53.75	-0.199
53.755	-0.1771
53.76	-0.1591
53.765	-0.1521
53.77	-0.141
53.775	-0.1272
53.78	-0.1235
53.785	-0.1197
53.79	-0.1081
53.795	-0.1018
53.8	-0.0982
53.805	-0.0882
53.81	-0.0774
53.815	-0.0724
53.82	-0.0651
53.825	-0.052
53.83	-0.0504
53.835	-0.0494
53.84	-0.0391
53.845	-0.0335
53.85	-0.0312
53.855	-0.0265
53.86	-0.0203
53.865	-0.0235
53.87	-0.0245
53.875	-0.0188
53.88	-0.0179
53.885	-0.0191
53.89	-0.0141
53.895	-0.0061
53.9	-0.0067
53.905	-0.0022
53.91	0.0076
53.915	0.0105
53.92	0.0135
53.925	0.0235
53.93	0.0271
53.935	0.0254
53.94	0.0327
53.945	0.0401
53.95	0.0417
53.955	0.0461
53.96	0.0545
53.965	0.0537
53.97	0.0523
53.975	0.0598
53.98	0.0651
53.985	0.0677
53.99	0.0756
53.995	0.0823
54	0.0805
54.005	0.082
54.01	0.0865
54.015	0.0905
54.02	0.0957
